Crop Type,Variety,Soil Type,Soil pH,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Organic Matter (%),Temperature (°C),Precipitation (mm),Fertilizer Type,Fertilizer Amount (kg/ha),Irrigation Type,Irrigation Frequency,Yield (kg/ha),Quality (Grade)
Wheat,E,Loamy,7.6,67.47,28,80.74,4.43,23.9,73.5,MOP,38.52,Flood,Biweekly,5592.68,B
Maize,A,Clay,6.2,71.56,46.49,27.92,1.01,25.6,191.6,Compost,70.57,Sprinkler,Monthly,4100.46,A
Wheat,B,Peaty,6.7,88.39,27.65,68.83,3.71,33.6,140.5,Urea,28.13,Sprinkler,Daily,3330.51,C
Soybean,D,Peaty,7.2,47.39,24.08,52.25,1.38,21.7,181.2,Compost,45.28,Sprinkler,Daily,3602.07,C
Soybean,B,Silty,5.6,65.79,28.66,66.09,1.46,32.9,30.6,Organic,66.75,Flood,Biweekly,1002.19,B
Cotton,D,Silty,6.2,61.63,13.91,62.89,4.46,29.4,40.5,DAP,46.77,Sprinkler,Weekly,7620.84,C
Cotton,B,Peaty,5.8,13.76,18.71,28.65,3.52,32.8,193.3,Urea,36.1,Drip,Daily,7629.73,B
Maize,B,Clay,7.2,43.63,16.36,52.14,3.44,25.2,128.6,Organic,85.84,Drip,Monthly,3662.37,E
Rice,C,Silty,7.5,37.63,7.37,34.46,3.45,20.2,198.1,MOP,84.93,Sprinkler,Daily,3128.19,D
Rice,D,Clay,7.2,52.12,25.22,89.48,2.91,19.3,16.1,Organic,90.15,Flood,Daily,4014.49,D
Rice,B,Silty,7.1,91,26.93,15.03,1.46,32.6,23.2,Organic,29.23,Flood,Monthly,6936.85,E
Rice,B,Silty,6.7,83.17,49.23,79.71,2.25,33.8,78.5,Urea,86.9,Sprinkler,Weekly,7537.6,C
Rice,B,Clay,6.2,49.28,9.82,65.66,4.31,26.1,168.3,MOP,75.19,Drip,Monthly,1028.86,C
Wheat,B,Sandy,6.7,38.26,46.54,20.61,1.99,16.2,38.2,Organic,42.02,Drip,Weekly,2078.68,B
Soybean,C,Clay,6.5,15.89,8.05,98.05,1.59,17.8,38.7,MOP,82.68,Manual,Monthly,1023.11,A
Wheat,A,Silty,5.9,21.4,22.99,95.61,1.75,18.2,180,Urea,49.59,Sprinkler,Biweekly,6650.67,A
Soybean,E,Clay,5.9,91.76,14.8,28.37,1.71,19.6,105,Compost,63.2,Flood,Monthly,6653.22,B
Maize,B,Peaty,6.4,26.95,49.64,58.1,4.07,32.3,118.2,Organic,21.54,Drip,Daily,5576.94,B
Maize,C,Sandy,6.9,63.68,39.4,94.46,2.71,16.8,58.7,Compost,70.25,Manual,Biweekly,4752.33,A
Soybean,B,Peaty,7.7,69.47,14.2,71.89,3.4,29.7,68.9,Compost,65.58,Manual,Biweekly,6640.11,A
Rice,B,Sandy,6.2,81.73,42.36,72.53,1.5,33.4,32.9,MOP,75.33,Manual,Weekly,4069.77,A
Rice,E,Peaty,5.6,20.45,46.56,30.35,3.5,17.7,15.2,Urea,85.77,Flood,Weekly,4127.59,E
Soybean,E,Silty,7.3,34.9,29.66,80.12,4.68,32.2,159.8,MOP,70.1,Drip,Monthly,2885.46,A
Rice,E,Sandy,6.7,23.26,19.12,54.37,2.3,19.1,183.1,DAP,87.59,Drip,Biweekly,6465.14,D
Rice,C,Silty,5.9,72.71,18.39,34.19,1.81,22.2,174.1,DAP,54.13,Manual,Monthly,4983.74,D
Soybean,D,Peaty,6.6,82.17,49.77,84.63,4.48,31.8,122.7,Compost,70.12,Manual,Daily,5357.32,A
Maize,A,Clay,7.8,51.08,24.44,25.54,1.47,19.8,40,Compost,91.43,Manual,Daily,3542.45,B
Maize,E,Sandy,7.9,56.25,14.87,73.81,3.85,21.6,148.6,MOP,88.61,Sprinkler,Biweekly,4158.08,A
Rice,D,Clay,6.1,26.54,12.57,35.01,4.52,31.9,157.7,Compost,69.85,Sprinkler,Biweekly,5723.89,B
Wheat,C,Loamy,7.5,97.61,43.13,66.43,3.62,27.6,150.1,MOP,80.46,Flood,Daily,7041.04,B
Soybean,E,Clay,6.6,78.44,32.84,14.63,4.12,33.4,194,DAP,87.46,Sprinkler,Daily,3582.94,E
Rice,A,Clay,6.9,50.61,12.3,13.98,4.28,26.8,194.2,Organic,47.75,Flood,Weekly,4837.57,E
Cotton,B,Loamy,5.9,27.97,7.8,67.06,4.36,16.7,178.1,Compost,21.01,Sprinkler,Weekly,7591.13,D
Rice,B,Peaty,6.9,39.79,5.36,41.17,4.57,18.2,151.2,Urea,21.18,Drip,Monthly,3717.45,A
Soybean,B,Peaty,5.7,17.45,44.27,90.13,4.13,23.3,81.3,Urea,66.71,Flood,Biweekly,6717.75,C
Maize,B,Silty,6.3,36.1,32.94,63.2,3.75,22.4,114.4,DAP,39.17,Drip,Daily,7969.03,D
Maize,A,Peaty,5.9,80.41,10.16,37.72,2.68,19,170.8,Urea,91.7,Drip,Weekly,5930.03,C
Soybean,E,Clay,7.4,16.82,21.04,50.48,4.97,21.6,155.6,Compost,47.35,Manual,Weekly,5443.28,D
Soybean,B,Clay,7.5,72.15,38.36,23.62,3.74,33.2,69.6,Compost,99.15,Drip,Weekly,5610.82,C
Rice,C,Silty,7.6,69.71,40.5,43.77,4.65,29.2,160.4,MOP,68.24,Sprinkler,Weekly,1512.21,C
Wheat,B,Silty,5.6,97.49,42.67,68.66,4.96,30.7,58.6,DAP,81.5,Manual,Weekly,7842.8,C
Soybean,C,Clay,6.4,62.01,6.96,11.17,1,29.4,43.7,Urea,40,Manual,Biweekly,1482.03,A
Wheat,E,Sandy,6.4,31.5,20.36,42.36,4.3,32.6,129.1,MOP,30.73,Flood,Daily,7891.47,B
Rice,B,Sandy,7.8,14.61,43.98,10.02,4.45,32.7,182.1,Urea,49.31,Drip,Weekly,3743.13,D
Cotton,C,Loamy,6.2,89.51,48.43,62.8,1.63,20.5,158.8,MOP,56.83,Sprinkler,Monthly,4974.92,D
Wheat,E,Silty,7,49.42,33.76,13.38,2.04,23.5,25.5,Organic,35.17,Sprinkler,Daily,2523.34,A
Rice,B,Clay,5.5,79.33,31.86,40.53,2.81,30.7,86,Urea,41.36,Sprinkler,Biweekly,1420.19,B
Wheat,A,Sandy,6.6,93.7,24.25,45.45,4.66,26.4,191.5,DAP,58.39,Sprinkler,Monthly,3885.87,E
Wheat,B,Clay,6.1,50.32,17.43,99.68,3.17,32,97.2,Urea,77.95,Sprinkler,Weekly,2038.78,B
Soybean,E,Silty,6.5,91.6,14.8,37.93,4.91,16.9,145.9,Compost,68.42,Manual,Daily,6606.12,B
Maize,C,Sandy,7.8,40.71,43.8,83.79,2.61,17,171.6,DAP,86.39,Drip,Biweekly,1540.33,B
Maize,B,Clay,5.6,43.78,28.34,55.59,4.96,31.4,191.7,Urea,42.58,Manual,Monthly,7002.42,A
Cotton,C,Peaty,7.3,62.98,42.52,52.91,2.89,30.9,130.4,MOP,39.35,Sprinkler,Monthly,5523.62,E
Soybean,B,Sandy,7,71.97,14.63,82.83,4.49,34.6,172,Compost,82.24,Sprinkler,Weekly,7874.09,E
Soybean,C,Sandy,7.3,65.03,26.3,78.67,3.27,26.8,50.9,Compost,71.9,Manual,Monthly,2139.71,B
Soybean,E,Sandy,6.1,33.13,19.61,32.94,2.23,18.4,134.9,Compost,30.22,Manual,Biweekly,4192.44,E
Rice,A,Clay,7,13.98,38.96,94.65,3.6,21.7,80.6,Compost,78.55,Manual,Monthly,3360.58,A
Rice,A,Peaty,7.3,48.14,29.98,98.64,2.35,24.5,32.2,Compost,88.92,Drip,Daily,4263.53,A
Maize,C,Clay,6.6,49.99,17.37,84.17,1.25,20.4,41.3,MOP,37.01,Flood,Monthly,7495.26,A
Rice,A,Sandy,6.2,74.98,23.12,38.7,2.88,34,182.3,DAP,78.52,Drip,Monthly,1533.36,C
Wheat,D,Silty,6.6,59.26,31.25,96.91,3.28,31.8,108.1,Organic,64.98,Flood,Biweekly,6980.21,E
Rice,C,Silty,6.6,94.6,21.48,25.07,1.51,26.8,20.9,Organic,74.71,Drip,Daily,4020.59,B
Soybean,A,Clay,6.9,52.4,48.4,12.27,1.5,16.4,134.5,Organic,29.98,Drip,Biweekly,3546.45,D
Soybean,B,Peaty,5.5,58.29,44.9,65.81,2.04,15.3,3.9,MOP,91.39,Drip,Weekly,3682.48,B
Maize,E,Peaty,7.8,90.9,10.77,34.04,1.13,25.7,64.3,Compost,34.92,Flood,Biweekly,5589.74,B
Soybean,D,Peaty,7.9,38.57,8.74,75.13,1.05,29.9,198.4,MOP,79.62,Flood,Weekly,1911.64,B
Wheat,E,Sandy,6.7,97.61,29.45,51.1,1.92,20.8,64,Organic,86.06,Flood,Daily,7983.56,E
Wheat,C,Clay,6.3,37.17,22.62,15.13,3.8,15,72.4,MOP,31.45,Drip,Monthly,6659.95,D
Cotton,B,Sandy,7.5,85.27,46.6,58.6,1.89,25.4,162.5,Urea,29.04,Drip,Biweekly,7523.25,C
Rice,A,Sandy,7.6,56.6,45.8,26.03,1.43,25.5,199.5,Urea,65.99,Manual,Monthly,3935.8,C
Wheat,B,Silty,7.1,70.55,47.28,83.03,3.32,24.6,152.5,Compost,83.38,Drip,Weekly,6544.36,E
Cotton,C,Peaty,7.7,95.94,20.35,36.17,1.73,24,194.2,Urea,79.53,Drip,Biweekly,3222.65,A
Rice,A,Silty,6.9,68.34,10.52,26.64,3.89,25.7,155.2,Compost,91.1,Sprinkler,Daily,4911.69,E
Soybean,A,Sandy,6,16.38,20.62,55.26,1.79,21.8,132.8,Urea,48.96,Sprinkler,Biweekly,3295.2,E
Cotton,C,Loamy,6.2,63.55,48.69,20.89,1.51,15.6,195.4,Organic,45.22,Flood,Monthly,5842.39,C
Maize,E,Silty,6.2,21.06,42.86,20.61,4.41,28.7,168.9,MOP,98.87,Sprinkler,Daily,5544.86,B
Maize,D,Silty,7.7,65.98,47.31,19.03,3.93,25,156.7,Organic,69.14,Drip,Weekly,1152.13,A
Rice,A,Silty,6.2,34.29,37.98,13.47,1.8,30.4,105.4,MOP,57.24,Drip,Weekly,2569.21,E
Rice,B,Clay,7.4,65.5,24.44,36.69,2.44,29.8,122.2,Compost,70.48,Manual,Weekly,3533.66,D
Rice,E,Sandy,5.8,54.18,44.43,32.93,1.12,17.9,169.1,Organic,57.7,Flood,Monthly,7841.2,B
Cotton,A,Loamy,7,86.32,5.91,19.76,1.36,27.8,80.2,MOP,50.31,Drip,Daily,5276.9,C
Cotton,E,Clay,5.8,42.42,10.82,69.44,3.16,30.1,73.6,DAP,86.9,Flood,Weekly,5273.67,B
Wheat,A,Clay,7.9,70.73,5.75,61.57,2.6,21.6,27.8,Urea,21.38,Manual,Biweekly,6542.67,C
Wheat,E,Clay,6.9,75.41,47.15,11.39,1.71,32.8,85.8,DAP,69,Sprinkler,Daily,5840.25,C
Soybean,A,Silty,5.6,93.03,34.14,91.51,1.1,30.4,53.6,MOP,43.85,Manual,Weekly,3357.97,A
Cotton,E,Clay,7.2,98.02,18.68,50.85,1.67,34.1,36.6,MOP,75.97,Flood,Weekly,5160.31,B
Cotton,D,Peaty,6.3,92.83,21.9,53.42,1.9,16.1,155.5,DAP,20.29,Flood,Weekly,7685.98,C
Soybean,D,Clay,6.1,97.81,27.94,11.19,1.75,21.4,133.1,Organic,98.55,Manual,Daily,4044.78,C
Maize,E,Sandy,7.4,98.03,30.07,37.81,4.32,21.6,113.6,Compost,22.35,Flood,Biweekly,7834.42,D
Rice,B,Sandy,6.7,74.27,45.09,45.56,1.38,33.4,51.6,Urea,96.34,Flood,Monthly,7941.81,A
Rice,B,Peaty,6.9,17.58,22.69,35.24,1.47,21.9,24.9,MOP,25.75,Drip,Biweekly,6720.7,B
Soybean,A,Sandy,6.1,96.95,41.42,56.95,1.78,26.3,59.3,MOP,68.32,Flood,Daily,6490.89,A
Rice,D,Loamy,6,93.48,23.73,48.01,1.03,27.2,161.9,DAP,58.88,Manual,Daily,3631.39,C
Rice,C,Sandy,7.3,14.67,23.83,87.38,1.26,24.3,11.1,DAP,53.31,Flood,Monthly,7193.61,D
Rice,A,Loamy,6.1,80.58,45.85,42.36,3.61,30.9,181.1,MOP,26.15,Manual,Weekly,4651.51,D
Rice,C,Clay,6.5,19.56,39.05,56.04,4.89,28.3,124,MOP,74,Drip,Weekly,4165.64,C
Soybean,A,Silty,6.7,83.35,5.79,73.89,1.06,24.1,165.4,MOP,55.82,Flood,Biweekly,5964.36,B
Rice,A,Peaty,7,72.45,43.06,96.92,1.94,28.9,151.1,Organic,72.78,Drip,Weekly,4624.25,D
Soybean,C,Peaty,8,92.05,25.36,75.03,3.33,23.5,92.5,Urea,54.75,Sprinkler,Biweekly,7776.65,C
Soybean,B,Sandy,7.8,72.97,18.79,32.01,4.67,29,53.1,DAP,73.68,Sprinkler,Weekly,2927.13,C
Cotton,B,Peaty,7.4,45.89,8.15,13.22,2.01,27.1,149.8,MOP,38.37,Drip,Biweekly,5023.75,A
Soybean,C,Loamy,6.8,27.74,26.49,68.53,2.39,28,1,Urea,99.54,Drip,Biweekly,4199.5,D
Maize,D,Sandy,6.7,80.41,23.78,85.4,2.64,28.7,46.4,DAP,27.23,Drip,Weekly,3827.36,A
Wheat,C,Silty,7,41.61,34.96,30.76,2.22,20.6,181.5,Organic,97.95,Drip,Monthly,2071.23,C
Wheat,B,Sandy,6.2,96.93,13.63,32.45,4.25,33,175.4,MOP,70.25,Drip,Monthly,7492.36,D
Soybean,C,Peaty,7.5,60.12,20.97,65.52,4.77,22.8,73.3,Urea,90.52,Flood,Monthly,6179.96,D
Wheat,A,Sandy,6.4,31.06,18.61,97.98,4.84,29.3,150.3,Urea,81.13,Flood,Monthly,6030.91,A
Rice,C,Silty,5.8,49.5,22.14,27.57,2.51,24,62.3,DAP,69.24,Manual,Monthly,6653.24,B
Rice,D,Peaty,6.7,18.95,49.56,51.9,4.76,29.6,122.1,Compost,78.28,Manual,Daily,6547.61,D
Soybean,A,Peaty,7.8,70.1,31.29,24.34,1.5,31.3,193.4,Compost,40.11,Sprinkler,Weekly,7247.45,B
Maize,E,Sandy,5.8,61,29.86,73.44,3.75,21.1,38.2,Organic,23.73,Flood,Biweekly,2481.9,C
Wheat,D,Sandy,6,17.53,9.19,73.73,3.07,19.2,198,DAP,41.26,Drip,Biweekly,3460.03,D
Cotton,B,Sandy,7.9,10.07,5.9,83.95,3.04,18.6,81.8,Urea,77.51,Flood,Weekly,6796.75,A
Wheat,E,Sandy,6.6,52.38,47.86,27.05,3.34,25.7,44.1,MOP,92.39,Manual,Monthly,3438.55,B
Soybean,B,Sandy,5.8,73.49,35.95,68.21,4.51,25.6,120.5,DAP,23.01,Sprinkler,Weekly,1171.74,D
Rice,A,Sandy,7.9,16.39,49.64,30.02,3.57,23.1,192.7,Compost,31.9,Manual,Biweekly,2058.39,A
Rice,D,Peaty,6.2,53.47,32.61,63.93,1.79,18.9,47.5,MOP,24.08,Sprinkler,Weekly,4791.92,D
Rice,B,Sandy,6.6,32.61,26.09,35.52,4.88,21.3,100.9,Compost,46.23,Sprinkler,Weekly,6440.43,B
Rice,B,Sandy,7.1,10.49,44.72,46.04,3.58,34.8,7.8,DAP,76.39,Manual,Monthly,7278.09,E
Soybean,B,Sandy,6.1,84.6,39.6,70.83,4.09,28.4,74,MOP,60.89,Flood,Monthly,4825.53,D
Soybean,C,Peaty,7.1,35.45,44.35,59.72,1,16,155.5,Urea,60.05,Drip,Monthly,1333.88,E
Soybean,D,Peaty,6.1,34.2,13.73,93.02,3.34,27.4,116.7,MOP,22.78,Manual,Weekly,4800.56,D
Rice,C,Clay,7.3,18.51,45.34,49.35,3.14,30.7,40.6,Compost,73.35,Flood,Daily,3141.99,E
Maize,B,Sandy,7.6,45.94,11.16,67.52,2.35,21.3,42.8,Organic,98.31,Sprinkler,Biweekly,6667.96,E
Cotton,D,Sandy,5.6,15.5,38.73,92.41,1.9,22.2,94.6,Compost,60.3,Manual,Weekly,1494.16,A
Maize,B,Peaty,6.7,27.62,31.66,59.62,3.38,24.7,151.9,Organic,60.85,Sprinkler,Daily,7346.81,E
Soybean,D,Silty,7.1,47.8,12.88,43.7,2.58,18.6,43.1,DAP,47.84,Drip,Biweekly,5315.47,D
Wheat,E,Sandy,7.8,37.62,34.71,31.45,3.7,29.5,147.4,Urea,97.09,Flood,Weekly,6672.97,B
Cotton,D,Silty,7.8,45.96,23.04,54.07,3.3,27.1,176.5,MOP,45.25,Manual,Monthly,5744.84,E
Maize,C,Silty,7.2,62.44,28.4,62.16,1.33,22,74.2,Organic,35.32,Manual,Daily,4258.16,A
Rice,C,Sandy,7.2,94.65,5.34,56.61,1.52,27.5,58.7,DAP,78.24,Sprinkler,Weekly,4397.85,C
Soybean,B,Clay,7.7,27.61,17.88,71.36,3.21,20.1,188.6,DAP,57.27,Drip,Biweekly,6992.87,E
Soybean,A,Peaty,7.9,49.07,40.45,39.77,3.66,17.1,55.7,MOP,92.62,Sprinkler,Biweekly,2240.14,D
Soybean,B,Clay,6.2,26.81,10.14,75.58,3.25,18.4,82.8,MOP,62.78,Drip,Weekly,1353.52,E
Maize,D,Loamy,7,76.36,36.76,21.73,3.91,25.5,36.6,MOP,21.3,Flood,Weekly,2332.86,B
Cotton,D,Silty,5.7,68.23,5.15,24.01,1.94,23.2,159.7,DAP,87.36,Drip,Monthly,6259.04,C
Maize,D,Silty,6.3,32.15,19.05,32.91,2.24,33.6,180.8,Urea,66.46,Sprinkler,Weekly,3775,C
Rice,E,Sandy,6.6,55.61,30.23,17.76,3.81,23.8,82.6,Organic,71.14,Drip,Weekly,2442.4,C
Maize,D,Sandy,5.8,58.37,17.84,44.23,1.51,35,71.4,Compost,29.78,Flood,Biweekly,3854.79,B
Soybean,D,Loamy,5.7,43.78,39.09,18.74,4.54,32.7,43.7,Urea,60.74,Sprinkler,Biweekly,1286.82,D
Wheat,A,Peaty,5.6,22.13,14.67,82.87,3.79,31,99.4,Organic,92.88,Manual,Monthly,2158.29,D
Soybean,D,Loamy,7.4,24.99,24.07,14.96,2.91,23.3,138.9,Organic,29.81,Manual,Monthly,7711.75,B
Soybean,A,Silty,6.3,62.25,35.61,36.46,3.9,26.5,197.4,Compost,51.37,Drip,Weekly,6929.74,D
Maize,C,Sandy,7.9,14.82,19.79,70.06,1.67,18.4,22.4,DAP,79.74,Manual,Biweekly,1171.47,D
Soybean,E,Silty,6.6,79.27,38.89,83.51,3.08,25.7,23.4,Compost,73.08,Sprinkler,Weekly,3135.67,A
Wheat,B,Peaty,7.1,75.08,30.93,52.65,3,24.7,70.9,Organic,30.87,Flood,Monthly,3036.27,E
Cotton,B,Loamy,6.2,20.35,34.18,24.14,1.35,25.4,151.1,Urea,73.19,Drip,Weekly,2667.62,B
Cotton,B,Clay,6.4,57.66,9.13,83.17,2.32,29.6,107.9,Compost,71.23,Drip,Biweekly,7927,C
Wheat,C,Clay,7.8,60.49,30.82,73.86,1.81,17.3,61.6,Compost,98.52,Drip,Monthly,7997.26,E
Wheat,C,Clay,6,66.14,26.37,53.93,2.36,15.9,142.7,MOP,53.7,Drip,Daily,5067.74,D
Soybean,A,Loamy,6.6,55.59,46.79,29.54,1.8,15.9,120.1,MOP,35.94,Manual,Weekly,6584.1,B
Maize,E,Peaty,6.9,94.13,49.84,68.21,4.19,26,22,MOP,23.2,Drip,Weekly,6130.76,B
Rice,A,Loamy,6.8,18.38,26.18,33.95,4.22,20.8,142.2,Organic,31.03,Sprinkler,Biweekly,5889.94,D
Maize,E,Loamy,6.6,29.39,15.69,86.37,3.73,21.2,167.5,Compost,65.44,Sprinkler,Weekly,7175.46,E
Rice,D,Clay,7.8,80.21,9.94,22.05,1.59,22.8,140.3,Compost,72.52,Manual,Monthly,1775.14,D
Rice,E,Silty,7.2,95.74,29.73,79.83,4.89,26.9,75.2,MOP,20.24,Sprinkler,Biweekly,7945.88,D
Cotton,A,Clay,7.8,94.76,38.68,23.49,3.58,21.4,20,Compost,67.25,Manual,Biweekly,4507.18,C
Soybean,D,Sandy,5.8,86.56,45.51,92.65,2.75,23.1,128.4,Organic,73.91,Flood,Biweekly,3930.09,A
Rice,B,Clay,6.4,95.79,41.81,83.57,2.05,23.9,74.2,MOP,22.7,Sprinkler,Daily,2801.01,A
Wheat,D,Clay,6.7,19.74,41.99,49.68,2.12,16.8,165.9,Compost,38.22,Drip,Weekly,7723.71,A
Cotton,D,Silty,6.6,78.72,48.67,90.68,3.96,34,6,Compost,28.51,Manual,Daily,4778.61,B
Rice,D,Silty,7.3,43.08,20.14,57.45,4.59,30.9,153.2,MOP,95.62,Sprinkler,Weekly,7330.27,A
Soybean,C,Silty,6.5,74.32,34.38,45.49,2.44,19.6,98.7,MOP,48.91,Manual,Biweekly,1205.23,C
Rice,B,Peaty,7,14.62,47.74,29.32,3.78,23.8,126.3,Urea,30.08,Flood,Monthly,7958.11,B
Cotton,D,Sandy,6.7,91.67,8.03,15.36,3.07,29.9,169.3,Urea,39.4,Manual,Daily,5385.6,E
Rice,E,Silty,7.6,14.88,30.69,24.7,3.07,17.9,167.7,Compost,35.24,Sprinkler,Weekly,3601.3,B
Maize,A,Peaty,6.4,52.29,8.15,85.74,1.85,31.2,159.2,Compost,98.85,Manual,Daily,2590.01,B
Cotton,E,Silty,5.5,92.58,40.47,14.86,4.37,17.8,139.2,DAP,23.61,Flood,Monthly,6149.56,D
Wheat,E,Silty,7.9,24.41,7.72,11.16,1.18,28.2,41.1,DAP,59.34,Drip,Monthly,5155.25,D
Cotton,A,Silty,7.4,27.04,30.03,42.57,4.56,30.2,68.9,Organic,68.89,Sprinkler,Monthly,4226.75,D
Cotton,A,Sandy,7.3,20.28,44.92,52.97,1.73,29.5,138.6,MOP,46.17,Manual,Monthly,6156.38,D
Soybean,B,Silty,7,88.78,23.38,85.11,1.72,29.8,35.4,Organic,30.81,Flood,Daily,3784.28,A
Rice,D,Clay,8,30.12,49.16,73.08,3.01,21,182.9,Organic,43.5,Drip,Daily,4120.53,C
Soybean,A,Loamy,6.4,16.37,13.41,11.53,3.43,15.2,182.8,Urea,82.82,Sprinkler,Weekly,6950.99,A
Maize,E,Sandy,6.7,58.29,27.54,65.71,2.86,24.2,159.8,DAP,62.45,Sprinkler,Monthly,2920.28,E
Soybean,A,Peaty,6.7,55.95,9.16,71.33,4.46,34.1,89.4,DAP,50.49,Sprinkler,Monthly,2753.37,D
Wheat,B,Clay,6.5,92.76,47.41,16.41,4.36,20.4,28.5,DAP,50.12,Manual,Biweekly,4634.04,B
Rice,D,Sandy,7.2,40.12,11.91,87.15,2.8,34.5,116.6,Compost,50.68,Flood,Biweekly,6684.12,E
Cotton,E,Loamy,5.9,65.51,45.11,39.09,4.75,20.8,113.9,Compost,43.31,Sprinkler,Monthly,1137.12,D
Soybean,A,Loamy,7.2,28.66,23.05,90.3,3.96,20.2,59.4,Organic,67.62,Flood,Biweekly,1089.73,A
Cotton,A,Clay,6,48.65,47.77,19.22,4.66,15.5,144.3,Compost,73.24,Drip,Biweekly,7919.4,D
Wheat,B,Loamy,6.5,63.44,24.3,88.91,1.79,28.8,51.5,Urea,43.51,Sprinkler,Daily,6907.44,C
Soybean,C,Clay,6.3,83.89,8.29,86.89,1.32,28,170.7,DAP,76.8,Drip,Daily,4391.04,B
Rice,B,Sandy,6.7,40.82,34.85,95.09,2.5,24,72.4,Compost,67.09,Flood,Weekly,1052.7,A
Rice,B,Peaty,6.9,13.22,22.65,25.65,3.77,18.1,158,MOP,39.67,Manual,Monthly,5198.65,D
Soybean,E,Silty,6.8,75.37,44.7,42.73,1.57,18.8,18,Urea,91.77,Sprinkler,Daily,6035.9,B
Rice,C,Peaty,7.5,65.69,5.49,28.58,1.65,33.7,99.5,Organic,35.96,Sprinkler,Biweekly,4239.25,D
Wheat,D,Peaty,6.8,46.24,25.98,13.97,1.38,28.6,37.3,Compost,46.73,Sprinkler,Daily,4350.01,E
Cotton,C,Clay,6.9,96.23,37.36,46.88,3.89,34.6,98.6,Urea,64.39,Drip,Biweekly,1118.38,E
Rice,A,Clay,7.9,93.5,36.35,48.62,3.78,34.9,120.1,Urea,73.71,Flood,Weekly,7503.92,B
Wheat,E,Loamy,7.6,90.36,20.15,16.87,3.82,32.3,54,MOP,85.38,Flood,Daily,5837.59,E
Wheat,A,Peaty,7.3,40.94,37.81,35.43,1.1,27.1,177,Urea,91.24,Sprinkler,Daily,5195.05,E
Wheat,C,Silty,5.6,43.05,41.6,48.61,1.14,29.8,79.7,Organic,74.32,Flood,Biweekly,3748.77,A
Wheat,B,Silty,6.6,16,32.12,36.99,4.19,34.3,158.5,Organic,30.66,Sprinkler,Biweekly,1330.46,C
Cotton,A,Clay,5.8,23.17,12.84,67.48,1.25,20.4,110.8,MOP,27.15,Drip,Biweekly,1683.92,B
Rice,A,Loamy,5.6,31.95,36.19,76.78,2.35,21,174.7,Compost,25.72,Sprinkler,Biweekly,3288.96,A
Cotton,B,Sandy,7.4,30.93,36.78,41.19,4.3,20.2,104.9,Urea,79.08,Manual,Weekly,6594.34,E
Rice,B,Sandy,7.6,82.39,18.23,61.5,3.54,24.8,86.9,MOP,35.73,Flood,Biweekly,4705.77,A
Maize,B,Sandy,6.4,61.28,15.8,58.74,4.4,28.7,108.9,DAP,20.1,Drip,Monthly,1947.43,A
Wheat,A,Silty,6.8,12.77,7.81,45.44,2.24,28.7,108.8,Compost,82.94,Drip,Weekly,2178.69,B
Soybean,C,Peaty,6.6,97.51,23.3,60.6,3.16,25.7,196.1,Compost,35.84,Sprinkler,Daily,1660.43,A
Cotton,E,Peaty,5.6,81.72,7.85,98.23,3.93,32.9,150.6,Urea,48.45,Sprinkler,Weekly,1870.32,D
Maize,A,Peaty,7.8,42.39,27.04,10.67,4.38,33.6,166.7,Organic,24.51,Sprinkler,Daily,6917.14,C
Soybean,B,Sandy,6.4,90.32,13.25,97.79,2.17,25.6,154.2,DAP,55.18,Drip,Monthly,2707.13,B
Cotton,A,Silty,7.9,37.59,36.66,84.39,2.55,20.5,59.3,Urea,47.85,Drip,Weekly,7480.91,D
Maize,A,Sandy,7,89.79,46.95,69.89,4.61,31.3,95.3,Compost,55.91,Flood,Biweekly,2354.52,E
Cotton,C,Silty,6.5,35.56,13.77,97.3,1.96,27,172.6,Urea,20.02,Sprinkler,Biweekly,3303.95,C
Cotton,B,Peaty,6.6,74.88,32.66,60.93,4.12,24.3,38.4,Urea,86.19,Drip,Weekly,4985.82,D
Soybean,D,Peaty,5.9,26.01,32.54,54.5,3.51,27.7,116.3,Compost,60.46,Sprinkler,Biweekly,1735.15,B
Cotton,D,Sandy,6.1,14.91,34.91,84.5,1.11,16.1,127.5,Compost,60.28,Sprinkler,Biweekly,4582.68,A
Rice,E,Sandy,5.8,38.84,22.28,61.06,1.08,20.3,132.1,Organic,53.21,Sprinkler,Weekly,7642.06,C
Rice,A,Peaty,6.1,98.45,7.53,14.02,2.22,31.6,72.6,DAP,55.3,Sprinkler,Daily,2759.74,B
Rice,B,Loamy,6.9,57.41,19.18,54.98,4.49,25.1,161.4,MOP,91.24,Flood,Weekly,3984.45,D
Cotton,B,Sandy,5.9,21,9.38,16.04,3.19,24.5,36.3,MOP,39.82,Drip,Daily,2708.55,B
Cotton,E,Clay,7.1,88.64,34.76,92.44,3.59,18.1,163.3,Urea,20.57,Drip,Monthly,6859.09,B
Rice,E,Sandy,7.8,58.6,41.31,60.87,3.5,28.2,66.4,Compost,93.09,Sprinkler,Daily,1652.02,E
Wheat,C,Loamy,7.5,53.83,19.84,73.47,2.19,28.1,30.2,Compost,23.03,Flood,Biweekly,1412.79,B
Soybean,A,Clay,6.5,83.24,21.21,29.16,4.5,23.3,46,MOP,55.13,Flood,Monthly,6137.92,E
